REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GY1,NA,0,0,0,MIN,0.56,1.1,6.1,72,1.7,5.4,20,97,46,19,78,NA,NA,96,96,32,81,NA,NA,NA,0.1,"Lawn, centipede",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GF1,NA,0,0,0,MIN,0.09,1.45,1.7,44,1,4.7,29,21,27,11,12,24,24,23,23,17,41,NA,NA,NA,0.1,"Bermuda hay/past., E",0.7,60-80,80,100,25,0,$,$,0,$,NA,12,"Bermuda hay/past., M",0,180-220,70,190,$,$,$,0,$,NA,12,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R06,NA,3,2018,0.5,MIN,0.36,1.29,4.6,77,1.1,5.8,70,134,42,20,62,47,47,61,61,55,39,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,70,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R08,NA,3,2018,0.4,MIN,0.36,1.32,4.7,83,0.8,6.1,76,143,47,21,62,46,46,48,48,44,37,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,60,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R09,NA,0,0,0,MIN,1.08,1.24,7.6,87,1,6.2,74,142,55,23,42,32,32,47,47,54,61,NA,NA,NA,0.1,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,60,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R10,NA,0,0,0,MIN,0.56,1.33,4.7,79,1,5.9,63,108,50,18,63,48,48,58,58,35,34,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,80,20,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R11,NA,0,0,0,MIN,0.56,1.27,4.9,72,1.4,5.6,41,129,42,17,49,39,39,54,54,40,38,NA,NA,NA,0.2,Soybean,0.6,0,40,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,130,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R12,NA,0,0,0,MIN,0.81,1.3,5.5,83,0.9,6.1,60,120,53,19,48,38,38,44,44,59,38,NA,NA,NA,0.2,Soybean,0,0,10,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,90,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R13,NA,0,0,0,MIN,1.43,1.29,7.6,89,0.8,6.5,104,130,56,25,71,45,45,109,109,69,52,NA,NA,NA,0.3,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,20,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R14,NA,0,0,0,MIN,0.6,1.31,5,80,1,6,100,120,52,16,71,53,53,72,72,52,45,NA,NA,NA,0.3,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,30,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R15,NA,3,2018,0.6,MIN,0.76,1.27,4.9,82,0.9,6,74,122,48,22,36,31,31,42,42,43,40,NA,NA,NA,0.2,Cucumber,0,80-140,60,0,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R16,NA,3,2018,0.5,MIN,0.97,1.29,5.2,81,1,6,102,108,50,20,52,41,41,65,65,48,41,NA,NA,NA,0.3,Cucumber,0,80-140,30,20,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R17,NA,0,0,0,MIN,1.31,1.31,5.4,75,1.4,5.7,130,146,46,15,69,51,51,42,42,47,37,NA,NA,NA,0.2,"Vegetables, other",0.5,80-100,0,0,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R18,NA,0,0,0,MIN,1.31,1.29,7,86,1,6.1,133,161,55,20,82,57,57,51,51,52,57,NA,NA,NA,0.3,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R19,NA,0,0,0,MIN,2.76,1.3,8.3,78,1.8,5.9,117,128,50,20,60,46,46,85,85,58,50,NA,NA,NA,0.2,Cucumber,0.3,80-140,20,0,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,10,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R20,NA,0,0,0,MIN,2.22,1.26,7.5,80,1.5,5.9,123,141,51,20,51,41,41,66,66,50,35,NA,NA,NA,0.2,Cucumber,0,80-140,10,0,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R21,NA,0,0,0,MIN,2.01,1.29,7.5,82,1.3,6.1,126,133,54,20,70,51,51,103,103,61,41,NA,NA,NA,0.2,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,R22,NA,0,0,0,MIN,1.25,1.26,6,83,1,6,108,116,53,19,66,50,50,78,78,54,38,NA,NA,NA,0.2,"Vegetables, other",0,80-100,20,10,0,0,0,0,0,0,NA,6,"Vegetables, other",0,80-100,20,10,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,S01,NA,0,0,0,MIN,1.08,1.25,5.9,78,1.3,5.9,87,98,49,21,36,32,32,70,70,24,41,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,2,0,0,0,NA,3,"Vegetables, other",0,80-100,40,30,0,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,S02,NA,0,0,0,MIN,1.14,1.25,7.4,84,1.2,6.1,68,104,53,24,37,38,31,139,139,22,49,NA,NA,NA,0.2,Sweetpotato,0,60-90,0,0,0,0,$,0,0.5,0,NA,6,Soybean,0,0,0,0,0,2,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,S03,NA,0,0,0,MIN,1.02,1.21,8.4,89,0.9,6.4,90,108,60,22,66,50,43,102,102,28,41,NA,NA,NA,0.2,Sweetpotato,0,60-90,0,0,0,0,0,0,0.5,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,S04,NA,3,2018,1.6,MIN,1.55,1.14,7.9,80,1.6,6,64,120,48,25,37,32,32,104,104,29,50,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,80,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023898,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,S05,NA,0,0,0,MIN,2.01,1.14,8.8,79,1.8,5.9,101,116,50,23,41,35,35,113,113,19,44,NA,NA,NA,0.2,Soybean,0.3,0,0,0,0,0,2,0,0,0,NA,3,"Vegetables, other",0,80-100,20,10,0,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N22,NA,0,0,0,MIN,0.36,1.24,4.8,79,1,5.9,52,100,49,20,38,33,40,28,28,57,46,NA,NA,NA,0.1,"Vegetables, other",0,80-100,110,30,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,20,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N25,NA,0,0,0,MIN,0.09,1.31,3.3,75,0.8,5.7,26,86,38,24,42,35,42,25,25,47,36,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,170,40,0,0,0,$,0,0,NA,6,"Corn, grain",0,120 - 160,80,0,0,0,6,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N26,NA,0,0,0,MIN,0.18,1.38,2.8,75,0.7,5.8,62,88,40,19,54,42,49,28,28,73,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,90,40,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N27,NA,3,2018,0.4,MIN,0.32,1.39,3.4,79,0.7,5.9,76,93,47,18,45,37,44,38,38,54,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,60,30,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N28,NA,3,2018,0.3,MIN,1.02,1.29,5.4,76,1.3,5.8,91,102,51,16,39,33,40,37,37,72,35,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,40,20,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N29,NA,0,0,0,MIN,0.27,1.38,2.7,80,0.5,6.1,94,28,63,12,39,32,39,62,62,57,20,NA,NA,NA,0.1,"Vegetables, other",0,80-100,30,170,0,25,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,80,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N30,NA,0,0,0,MIN,0.13,1.33,3.1,74,0.8,5.8,48,105,38,19,34,30,37,39,39,60,29,NA,NA,NA,0.1,"Vegetables, other",0,80-100,120,20,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,30,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N31,NA,0,0,0,MIN,0.56,1.37,3.9,77,0.9,5.9,78,95,48,17,50,40,47,85,85,115,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,60,30,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N33,NA,0,0,0,MIN,0.46,1.38,3.7,79,0.8,6.1,56,106,45,20,29,26,33,57,57,60,26,NA,NA,NA,0.1,"Vegetables, other",0,80-100,100,20,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,10,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,N34,NA,0,0,0,MIN,0.46,1.39,3.5,71,1,5.7,51,90,42,16,26,26,33,70,70,48,33,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,110,40,0,0,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,20,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,1,NA,3,2018,0.4,MIN,0.6,1.33,5.6,84,0.9,6.2,229,124,57,16,107,78,71,285,285,296,54,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,2,NA,0,0,0,MIN,0.18,1.33,3.3,86,0.5,6.4,122,91,51,21,87,63,56,124,124,112,40,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,3,NA,3,2018,0.5,MIN,0.18,1.33,3.5,83,0.6,6.3,87,98,48,21,89,66,59,116,116,136,49,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,40,30,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,4,NA,3,2018,0.3,MIN,0.46,1.34,4.6,83,0.8,6.2,179,124,51,19,96,71,64,166,166,124,54,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,5,NA,3,2018,0.4,MIN,0.22,1.32,3.8,85,0.6,6.4,116,127,48,20,92,66,59,86,86,81,45,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,10,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,6,NA,3,2018,0.4,MIN,0.22,1.34,3.9,85,0.6,6.4,89,104,51,21,92,67,60,66,66,96,41,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,40,20,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,7,NA,0,0,0,MIN,0.27,1.37,3.7,77,0.8,6,67,114,44,17,66,57,50,58,58,67,42,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,80,10,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,8,NA,3,2018,0.3,MIN,0.22,1.38,3.6,87,0.5,6.5,134,82,53,22,112,77,70,77,77,93,31,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,50,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,9,NA,3,2018,0.5,MIN,0.27,1.37,3.7,85,0.6,6.4,148,76,53,21,123,85,78,83,83,89,27,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,60,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,10,NA,3,2018,0.3,MIN,0.27,1.35,4.5,89,0.5,6.6,50,122,53,22,69,49,42,53,53,62,32,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,30,0,0,0,0,0,0,pH$,NA,3,"Vegetables, other",0,80-100,110,0,0,0,0,0,pH$,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,11,NA,3,2018,0.4,MIN,0.36,1.37,4.7,84,0.8,6.4,84,134,50,20,102,72,65,81,81,99,41,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,50,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,12,NA,3,2018,0.5,MIN,0.36,1.38,3.5,76,0.8,6,142,65,48,18,110,83,76,80,80,77,44,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,80,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,13,NA,0,0,0,MIN,0.41,1.32,4.6,83,0.8,6.2,56,122,50,20,48,43,36,49,49,52,51,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,10,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,100,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,14,NA,3,2018,0.3,MIN,0.41,1.32,4.5,87,0.6,6.4,89,119,53,21,76,56,49,64,64,74,40,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,40,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,15,NA,0,0,0,MIN,0.46,1.33,4.1,79,0.8,6.1,114,97,51,16,67,56,49,74,74,69,41,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,10,30,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,16,NA,0,0,0,MIN,0.92,1.33,5.4,82,1,6,78,111,54,18,45,44,37,59,59,59,40,NA,NA,NA,0.2,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,60,10,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,17,NA,0,0,0,MIN,0.51,1.31,5.2,81,1,6,48,135,48,20,40,41,34,44,44,60,34,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,30,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,120,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,18,NA,0,0,0,MIN,0.41,1.33,4.7,81,0.9,6,116,101,54,16,50,47,40,56,56,62,25,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,25,0,0,0,0,NA,3,"Vegetables, other",0,80-100,10,20,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,P08,NA,3,2018,0.4,MIN,0.46,1.37,3.3,74,0.9,5.8,115,72,45,18,60,53,46,49,49,38,23,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,10,0,25,0,0,0,0,NA,3,"Vegetables, other",0,80-100,10,70,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,P09,NA,3,2018,0.4,MIN,0.18,1.3,4.5,85,0.7,6.2,32,147,43,25,46,41,34,43,43,31,26,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,60,0,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,160,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,K10,NA,3,2018,0.5,MIN,0.27,1.3,2.7,70,0.8,5.6,186,47,43,18,105,80,80,108,108,109,31,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,50,0,0,0,0,0,0,NA,3,Sweetpotato,0,60-90,0,70,0,0,0,0.5,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
SL023897,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,K11,NA,3,2018,0.4,MIN,0.46,1.36,3.6,76,0.8,5.9,185,62,48,20,158,112,112,116,116,124,26,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,NA,3,Sweetpotato,0,60-90,0,30,0,0,0,0.5,0,NA,6,NA,NA,NA,NA,NA,NA,2/12/2019
