REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date,Location
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GY1,NA,0,0,0,MIN,0.56,1.1,6.1,72,1.7,5.4,20,97,46,19,78,NA,NA,96,96,32,81,NA,NA,NA,0.1,"Lawn, centipede",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018,Clinton
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GF1,NA,0,0,0,MIN,0.09,1.45,1.7,44,1,4.7,29,21,27,11,12,24,24,23,23,17,41,NA,NA,NA,0.1,"Bermuda hay/past., E",0.7,60-80,80,100,25,0,$,$,0,$,NA,12,"Bermuda hay/past., M",0,180-220,70,190,$,$,$,0,$,NA,12,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018,Clinton
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C1001,NA,0,0,0,M-O,4.56,1.21,8.4,73,2.2,5.6,119,141,48,17,43,49,NA,66,83,51,61,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C1002,NA,0,0,0,MIN,3.47,1.24,7.7,81,1.4,6,142,132,56,17,44,43,NA,38,38,26,55,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C1003,NA,0,0,0,M-O,5.38,1.13,8,67,2.6,5.5,222,135,45,14,41,49,NA,30,38,22,55,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,4,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C1004,NA,0,0,0,MIN,3.37,1.16,7.5,78,1.7,5.8,108,105,54,16,36,39,NA,62,62,62,54,NA,NA,NA,0.1,"Corn, grain",0.4,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C1005,NA,0,0,0,MIN,1.74,1.21,5,71,1.5,5.6,130,99,47,13,39,40,NA,73,73,121,61,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C2001,NA,0,0,0,MIN,2.52,1.2,6.4,81,1.2,5.7,66,102,55,18,62,54,NA,56,56,59,49,NA,NA,NA,0.1,"Corn, grain",0.4,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C2002,NA,0,0,0,M-O,3.77,1.11,8,79,1.7,5.8,157,103,55,17,67,60,NA,53,66,54,54,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C2003,NA,0,0,0,MIN,2.29,1.28,5.2,75,1.3,5.8,253,59,55,15,91,72,NA,82,82,41,51,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C2004,NA,0,0,0,MIN,0.56,1.35,3.8,88,0.4,6.3,138,29,61,23,139,96,NA,81,81,28,41,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,80,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3001,NA,0,0,0,M-O,3.98,1.31,5.3,62,2,5.3,157,78,45,10,73,68,NA,291,364,98,55,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,10,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3002,NA,0,0,0,M-O,4.69,1.19,5.9,61,2.3,5.2,110,92,40,13,41,49,NA,133,166,47,62,NA,NA,NA,0.1,"Corn, grain",0.5,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3003,NA,0,0,0,ORG,5.53,1.16,6.6,59,2.7,5.2,103,110,39,11,53,61,NA,143,237,57,60,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3004,NA,0,0,0,M-O,4.09,1.23,5.2,53,2.4,5.1,195,84,36,9,67,65,NA,161,201,91,62,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3005,NA,0,0,0,ORG,6.58,1.16,8.1,56,3.6,5.1,240,142,39,8,59,67,NA,140,232,83,58,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3006,NA,0,0,0,ORG,9.59,1.11,8.5,54,3.9,5,58,140,36,9,74,76,NA,152,252,57,60,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3007,NA,0,0,0,ORG,10,1.1,9.6,55,4.3,5.1,51,111,39,11,48,60,NA,167,277,67,49,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C3008,NA,0,0,0,ORG,10,1.17,9.7,60,3.8,5,60,98,45,11,65,71,NA,202,335,91,48,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4001,NA,0,0,0,MIN,2.08,1.17,8.4,78,1.8,5.7,190,173,50,18,41,42,NA,120,120,102,51,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4002,NA,0,0,0,MIN,3.19,1.14,6.6,77,1.5,5.6,226,130,53,14,43,43,NA,163,163,108,59,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4003,NA,0,0,0,MIN,3.19,1.13,6.4,76,1.5,5.5,177,101,55,14,60,53,NA,181,181,116,60,NA,NA,NA,0.1,"Corn, grain",0.7,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4004,NA,0,0,0,MIN,2.44,1.18,6,74,1.5,5.5,164,115,50,15,41,42,NA,72,72,30,55,NA,NA,NA,0.1,"Corn, grain",0.7,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4005,NA,0,0,0,MIN,1.8,1.22,4.4,75,1.1,5.8,140,78,53,13,37,39,NA,69,69,22,60,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,10,0,0,2,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C4006,NA,0,0,0,MIN,2.29,1.21,5.7,81,1.1,5.9,144,91,58,15,40,41,NA,65,65,24,52,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,2,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5001,NA,0,0,0,MIN,2.15,1.14,6.2,75,1.5,5.6,79,121,51,14,79,64,NA,110,110,50,66,NA,NA,NA,0.2,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5002,NA,0,0,0,MIN,1.74,1.23,5.6,74,1.4,5.7,78,111,52,13,89,70,NA,103,103,58,62,NA,NA,NA,0.1,"Corn, grain",0.5,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5003,NA,0,0,0,MIN,2.37,1.18,6.9,73,1.8,5.6,53,134,50,14,71,60,NA,115,115,95,64,NA,NA,NA,0.2,"Corn, grain",0.7,120 - 160,20,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5004,NA,0,0,0,MIN,1.8,1.26,4.2,75,1.1,5.9,51,59,55,13,67,57,NA,108,108,45,61,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,20,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5005,NA,0,0,0,MIN,3.01,1.24,4.7,68,1.5,5.6,50,85,49,10,72,60,NA,149,149,63,50,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,30,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5006,NA,0,0,0,MIN,3.1,1.12,8.5,77,1.9,5.6,75,187,51,15,59,52,NA,73,73,30,50,NA,NA,NA,0.1,"Corn, grain",0.8,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5007,NA,0,0,0,MIN,2.08,1.13,6.2,73,1.7,5.4,96,153,48,13,87,69,NA,73,73,29,52,NA,NA,NA,0.1,"Corn, grain",0.9,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5008,NA,0,0,0,MIN,1.43,1.25,6.3,83,1,5.9,81,125,56,18,78,64,NA,89,89,35,44,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5009,NA,0,0,0,MIN,1.43,1.24,6,78,1.3,5.6,57,104,53,16,79,64,NA,91,91,74,55,NA,NA,NA,0.2,"Corn, grain",0.5,120 - 160,10,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5010,NA,0,0,0,MIN,2.08,1.21,5.9,72,1.7,5.6,37,103,50,13,77,63,NA,124,124,56,64,NA,NA,NA,0.1,"Corn, grain",0.7,120 - 160,50,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5011,NA,0,0,0,MIN,2.22,1.25,6.3,77,1.4,5.8,80,108,54,15,95,74,NA,130,130,73,47,NA,NA,NA,0.2,"Corn, grain",0.4,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5012,NA,0,0,0,MIN,1.31,1.22,3.8,71,1.1,5.6,50,77,48,13,64,55,NA,104,104,45,72,NA,NA,NA,0.2,"Corn, grain",0.4,120 - 160,30,10,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C5013,NA,0,0,0,MIN,1.61,1.19,6.3,73,1.7,5.5,72,114,46,19,68,58,NA,53,53,37,56,NA,NA,NA,0.2,"Corn, grain",0.8,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6001,NA,0,0,0,M-O,4.69,0.99,9,74,2.4,5.7,128,212,47,15,50,52,NA,71,89,38,64,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6002,NA,0,0,0,MIN,3.28,1.11,8.1,75,2,5.6,94,178,47,16,39,40,NA,67,67,48,61,NA,NA,NA,0.1,"Corn, grain",0.8,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6003,NA,0,0,0,MIN,2.37,1.2,5.5,70,1.7,5.5,72,116,48,11,75,62,NA,136,136,59,59,NA,NA,NA,0.1,"Corn, grain",0.8,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6004,NA,0,0,0,MIN,2.68,1.12,6.9,72,1.9,5.7,166,130,50,13,67,57,NA,159,159,77,55,NA,NA,NA,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6005,NA,0,0,0,MIN,2.37,1.18,6,69,1.8,5.6,101,110,47,13,66,57,NA,99,99,47,58,NA,NA,NA,0.1,"Corn, grain",0.7,120 - 160,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C6006,NA,0,0,0,MIN,1.02,1.26,3.7,59,1.5,5.4,89,70,38,11,91,72,NA,92,92,29,77,NA,NA,NA,0.1,"Corn, grain",0.8,120 - 160,0,10,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7001,NA,0,0,0,MIN,1.55,1.26,3.6,64,1.3,5.7,56,51,44,13,88,70,NA,83,83,23,57,NA,NA,NA,0.1,"Corn, grain",0.4,120 - 160,10,40,0,0,2,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7002,NA,0,0,0,MIN,1.61,1.23,5.6,79,1.2,6.1,61,69,56,17,81,65,NA,124,124,34,62,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,10,20,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7003,NA,0,0,0,MIN,0.76,1.29,3.7,72,1,5.8,78,56,48,16,109,82,NA,114,114,30,50,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7004,NA,0,0,0,MIN,2.01,1.23,5.5,77,1.3,6,57,58,53,18,88,70,NA,95,95,29,59,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,10,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7005,NA,0,0,0,MIN,0.51,1.37,3.4,82,0.6,6.2,80,34,58,19,191,122,NA,112,112,31,42,NA,NA,NA,0.1,Soybean,0,0,0,70,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C7006,NA,0,0,0,MIN,0.66,1.32,3.8,79,0.8,6.2,75,32,51,24,102,69,NA,73,73,28,64,NA,NA,NA,0.1,Soybean,0,0,0,70,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C8001,NA,0,0,0,MIN,1.49,1.2,5,74,1.3,5.9,93,78,52,14,84,60,NA,95,95,27,54,NA,NA,NA,0.1,Soybean,0,0,0,10,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C8002,NA,0,0,0,MIN,0.97,1.21,4.8,82,0.8,6.2,87,92,50,22,159,103,NA,101,101,45,57,NA,NA,NA,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C8003,NA,0,0,0,MIN,2.37,1.17,6.5,72,1.8,5.7,140,117,45,19,82,59,NA,59,59,49,71,NA,NA,NA,0.2,Soybean,0.6,0,0,0,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
SL022705,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,Resstation,NA,Lenoir,C8004,NA,0,0,0,MIN,0.6,1.3,3.7,69,1.2,5.7,178,53,44,18,169,111,NA,55,55,39,53,NA,NA,NA,0.1,Soybean,0.4,0,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2020,Caswell
